activityid subid variable value
3251 5 2 tBodyGyroMagmean -0.963466341851852
3252 6 2 tBodyGyroMagmean -0.950011569583333
3253 1 3 tBodyGyroMagmean -0.466411754137931
3254 2 3 tBodyGyroMagmean -0.347321812220339
3255 3 3 tBodyGyroMagmean -0.215294501244898
3256 4 3 tBodyGyroMagmean -0.919354372307692
3257 5 3 tBodyGyroMagmean -0.892089349344262
3258 6 3 tBodyGyroMagmean -0.951564751451613
3259 1 4 tBodyGyroMagmean -0.49779220106
3260 2 4 tBodyGyroMagmean -0.299779407884615
3261 3 4 tBodyGyroMagmean -0.3466062928
3262 4 4 tBodyGyroMagmean -0.9260633138
3263 5 4 tBodyGyroMagmean -0.900982100535714
3264 6 4 tBodyGyroMagmean -0.930236462592593
3265 1 5 tBodyGyroMagmean -0.355933083571429
3266 2 5 tBodyGyroMagmean -0.235516929306383
3267 3 5 tBodyGyroMagmean -0.218029835319149
3268 4 5 tBodyGyroMagmean -0.934301646590909
3269 5 5 tBodyGyroMagmean -0.900671630714286
3270 6 5 tBodyGyroMagmean -0.946938300576923
3271 1 6 tBodyGyroMagmean -0.281207841122807
3272 2 6 tBodyGyroMagmean -0.12912124415098
3273 3 6 tBodyGyroMagmean 0.0142677821595833
3274 4 6 tBodyGyroMagmean -0.932703812181818
3275 5 6 tBodyGyroMagmean -0.939404744385965
3276 6 6 tBodyGyroMagmean -0.908980174736842
3277 1 7 tBodyGyroMagmean -0.305959351403509
3278 2 7 tBodyGyroMagmean -0.239099165627451
3279 3 7 tBodyGyroMagmean -0.18874081887234
3280 4 7 tBodyGyroMagmean -0.897870535
3281 5 7 tBodyGyroMagmean -0.943425564528302
3282 6 7 tBodyGyroMagmean -0.915793634807692
3283 1 8 tBodyGyroMagmean -0.00310243820125
3284 2 8 tBodyGyroMagmean 0.166447991
3285 3 8 tBodyGyroMagmean 0.0993429744078947
3286 4 8 tBodyGyroMagmean -0.93268224326087
3287 5 8 tBodyGyroMagmean -0.952848496851852
3288 6 8 tBodyGyroMagmean -0.924253348518518
3289 1 9 tBodyGyroMagmean -0.294542266826923
3290 2 9 tBodyGyroMagmean -0.0833234490061224
3291 3 9 tBodyGyroMagmean -0.168921400633333
3292 4 9 tBodyGyroMagmean -0.9032355368
3293 5 9 tBodyGyroMagmean -0.921030223111111
3294 6 9 tBodyGyroMagmean -0.9071250998
3295 1 10 tBodyGyroMagmean -0.156458730358491
3296 2 10 tBodyGyroMagmean 0.0438573846851064
3297 3 10 tBodyGyroMagmean -0.0238468037578947
3298 4 10 tBodyGyroMagmean -0.944202043703704
3299 5 10 tBodyGyroMagmean -0.929787259772727
3300 6 10 tBodyGyroMagmean -0.937590998793103
3301 1 11 tBodyGyroMagmean -0.421801673559322
3302 2 11 tBodyGyroMagmean -0.255048336944444
3303 3 11 tBodyGyroMagmean -0.19788336026087
3304 4 11 tBodyGyroMagmean -0.951884472075472
3305 5 11 tBodyGyroMagmean -0.979978011489362
3306 6 11 tBodyGyroMagmean -0.952523752105263
3307 1 12 tBodyGyroMagmean -0.35593036512
3308 2 12 tBodyGyroMagmean -0.316561585961538
3309 3 12 tBodyGyroMagmean -0.213351510686957
3310 4 12 tBodyGyroMagmean -0.941907240784314
3311 5 12 tBodyGyroMagmean -0.888101372786885
3312 6 12 tBodyGyroMagmean -0.9308405935
3313 1 13 tBodyGyroMagmean -0.218669558421053
3314 2 13 tBodyGyroMagmean -0.237182958116364
3315 3 13 tBodyGyroMagmean -0.102114480531915
3316 4 13 tBodyGyroMagmean -0.951142644081633
3317 5 13 tBodyGyroMagmean -0.95782537245614
3318 6 13 tBodyGyroMagmean -0.944303111935484
3319 1 14 tBodyGyroMagmean -0.137208741864407
3320 2 14 tBodyGyroMagmean 0.365779419444444
3321 3 14 tBodyGyroMagmean 0.166340011842444
3322 4 14 tBodyGyroMagmean -0.942756369259259
3323 5 14 tBodyGyroMagmean -0.943530016833333
3324 6 14 tBodyGyroMagmean -0.904665418431373
3325 1 15 tBodyGyroMagmean -0.243711124444444
3326 2 15 tBodyGyroMagmean -0.201217274
3327 3 15 tBodyGyroMagmean -0.121686320740476
3328 4 15 tBodyGyroMagmean -0.957331628305085
3329 5 15 tBodyGyroMagmean -0.946961381132076
3330 6 15 tBodyGyroMagmean -0.944605127222222
3331 1 16 tBodyGyroMagmean -0.485931932745098
3332 2 16 tBodyGyroMagmean -0.308260568039216
3333 3 16 tBodyGyroMagmean -0.309820427234043
3334 4 16 tBodyGyroMagmean -0.946417382463768
3335 5 16 tBodyGyroMagmean -0.972528178205128
3336 6 16 tBodyGyroMagmean -0.951777099571429
3337 1 17 tBodyGyroMagmean -0.335009836885246
3338 2 17 tBodyGyroMagmean -0.235191249091667
3339 3 17 tBodyGyroMagmean -0.232641763307609
3340 4 17 tBodyGyroMagmean -0.967177744375
3341 5 17 tBodyGyroMagmean -0.978184576538462
3342 6 17 tBodyGyroMagmean -0.960733121690141
3343 1 18 tBodyGyroMagmean -0.500471147857143
3344 2 18 tBodyGyroMagmean -0.3691086
3345 3 18 tBodyGyroMagmean -0.381022814727273
3346 4 18 tBodyGyroMagmean -0.977634992105263
3347 5 18 tBodyGyroMagmean -0.963006793150685
3348 6 18 tBodyGyroMagmean -0.980740846769231
3349 1 19 tBodyGyroMagmean 0.100045071430769
3350 2 19 tBodyGyroMagmean -0.06161577145
3351 3 19 tBodyGyroMagmean 0.418004608615385
3352 4 19 tBodyGyroMagmean -0.942229043835616
3353 5 19 tBodyGyroMagmean -0.94174504109589
3354 6 19 tBodyGyroMagmean -0.953263432771084
3355 1 20 tBodyGyroMagmean 0.0686275147882353
3356 2 20 tBodyGyroMagmean 0.0223302538235294
3357 3 20 tBodyGyroMagmean 0.0938419436933333
3358 4 20 tBodyGyroMagmean -0.939574435606061
3359 5 20 tBodyGyroMagmean -0.883675028630137
3360 6 20 tBodyGyroMagmean -0.9604473725
3361 1 21 tBodyGyroMagmean -0.284775644807692
3362 2 21 tBodyGyroMagmean -0.168982721146809
3363 3 21 tBodyGyroMagmean -0.184850019535556
3364 4 21 tBodyGyroMagmean -0.964971113764706
3365 5 21 tBodyGyroMagmean -0.949837151797753
3366 6 21 tBodyGyroMagmean -0.949278890222222
3367 1 22 tBodyGyroMagmean -0.210608043717391
3368 2 22 tBodyGyroMagmean -0.1280319236
3369 3 22 tBodyGyroMagmean -0.161333309783333
3370 4 22 tBodyGyroMagmean -0.942077432741935
3371 5 22 tBodyGyroMagmean -0.931624303968254
3372 6 22 tBodyGyroMagmean -0.926616373333333
3373 1 23 tBodyGyroMagmean -0.0120968259523729
3374 2 23 tBodyGyroMagmean -0.156527148792745
3375 3 23 tBodyGyroMagmean 0.0390915481555556
3376 4 23 tBodyGyroMagmean -0.936593426911765
3377 5 23 tBodyGyroMagmean -0.938430293382353
3378 6 23 tBodyGyroMagmean -0.949418000972222
3379 1 24 tBodyGyroMagmean -0.403064156896552
3380 2 24 tBodyGyroMagmean -0.33443583979661
3381 3 24 tBodyGyroMagmean -0.304965806363636
3382 4 24 tBodyGyroMagmean -0.964633252352941
3383 5 24 tBodyGyroMagmean -0.954518594057971
3384 6 24 tBodyGyroMagmean -0.953791512638889
3385 1 25 tBodyGyroMagmean -0.394362401351351
3386 2 25 tBodyGyroMagmean -0.3186346998
3387 3 25 tBodyGyroMagmean -0.216082565601724
3388 4 25 tBodyGyroMagmean -0.966568718615385
3389 5 25 tBodyGyroMagmean -0.967077442837838
3390 6 25 tBodyGyroMagmean -0.809688545342466
3391 1 26 tBodyGyroMagmean -0.392092024067797
3392 2 26 tBodyGyroMagmean -0.344427047636364
3393 3 26 tBodyGyroMagmean -0.23531462282
3394 4 26 tBodyGyroMagmean -0.954052945897436
3395 5 26 tBodyGyroMagmean -0.968673955540541
3396 6 26 tBodyGyroMagmean -0.951863594736842
3397 1 27 tBodyGyroMagmean -0.396638753684211
3398 2 27 tBodyGyroMagmean -0.286145719598039
3399 3 27 tBodyGyroMagmean -0.164783206536364
3400 4 27 tBodyGyroMagmean -0.963565474
3401 5 27 tBodyGyroMagmean -0.968702956625
3402 6 27 tBodyGyroMagmean -0.966917594459459
3403 1 28 tBodyGyroMagmean -0.310775945814815
3404 2 28 tBodyGyroMagmean -0.263415282690196
3405 3 28 tBodyGyroMagmean -0.068246324026087
3406 4 28 tBodyGyroMagmean -0.955175567083333
3407 5 28 tBodyGyroMagmean -0.894242469620253
3408 6 28 tBodyGyroMagmean -0.93710692125
3409 1 29 tBodyGyroMagmean -0.28057326754717
3410 2 29 tBodyGyroMagmean 0.0439627677608163
3411 3 29 tBodyGyroMagmean -0.122968108816667
3412 4 29 tBodyGyroMagmean -0.962377332166667
3413 5 29 tBodyGyroMagmean -0.980657340461539
3414 6 29 tBodyGyroMagmean -0.971923623043478
3415 1 30 tBodyGyroMagmean -0.0229640797463077
3416 2 30 tBodyGyroMagmean -0.113608367276923
3417 3 30 tBodyGyroMagmean -0.095537320533871
3418 4 30 tBodyGyroMagmean -0.955847323870968
3419 5 30 tBodyGyroMagmean -0.913890564915254
3420 6 30 tBodyGyroMagmean -0.962284921142857
3421 1 1 tBodyGyroJerkMagmean -0.298703679084211
3422 2 1 tBodyGyroJerkMagmean -0.59488286509434
3423 3 1 tBodyGyroJerkMagmean -0.295463843346939
3424 4 1 tBodyGyroJerkMagmean -0.991976341276596
3425 5 1 tBodyGyroJerkMagmean -0.994966790566038
3426 6 1 tBodyGyroJerkMagmean -0.96346103
3427 1 2 tBodyGyroJerkMagmean -0.547911950338983
3428 2 2 tBodyGyroJerkMagmean -0.572816438541667
3429 3 2 tBodyGyroJerkMagmean -0.410872671489362
3430 4 2 tBodyGyroJerkMagmean -0.991081493913043
3431 5 2 tBodyGyroJerkMagmean -0.983951904259259
3432 6 2 tBodyGyroJerkMagmean -0.991767074166667
3433 1 3 tBodyGyroJerkMagmean -0.566135217931034
3434 2 3 tBodyGyroJerkMagmean -0.658861401355932
3435 3 3 tBodyGyroJerkMagmean -0.508567577142857
3436 4 3 tBodyGyroJerkMagmean -0.977998051923077
3437 5 3 tBodyGyroJerkMagmean -0.962339339672131
3438 6 3 tBodyGyroJerkMagmean -0.98671362516129
3439 1 4 tBodyGyroJerkMagmean -0.6813040365
3440 2 4 tBodyGyroJerkMagmean -0.686978374423077
3441 3 4 tBodyGyroJerkMagmean -0.592843014888889
3442 4 4 tBodyGyroJerkMagmean -0.9804904618
3443 5 4 tBodyGyroJerkMagmean -0.967614073928571
3444 6 4 tBodyGyroJerkMagmean -0.985068502037037
3445 1 5 tBodyGyroJerkMagmean -0.444532485357143
3446 2 5 tBodyGyroJerkMagmean -0.47348816787234
3447 3 5 tBodyGyroJerkMagmean -0.39719562106383
3448 4 5 tBodyGyroJerkMagmean -0.973848287045455
3449 5 5 tBodyGyroJerkMagmean -0.958405900892857
3450 6 5 tBodyGyroJerkMagmean -0.9864194225
3451 1 6 tBodyGyroJerkMagmean -0.321290483140351
3452 2 6 tBodyGyroJerkMagmean -0.342895367921569
3453 3 6 tBodyGyroJerkMagmean -0.0829366854166667
3454 4 6 tBodyGyroJerkMagmean -0.962929227818182
3455 5 6 tBodyGyroJerkMagmean -0.963406222982456
3456 6 6 tBodyGyroJerkMagmean -0.955645738245614
3457 1 7 tBodyGyroJerkMagmean -0.300022779964912
3458 2 7 tBodyGyroJerkMagmean -0.661969771960784
3459 3 7 tBodyGyroJerkMagmean -0.399229959148936
3460 4 7 tBodyGyroJerkMagmean -0.981665122291667
3461 5 7 tBodyGyroJerkMagmean -0.977377083018868
3462 6 7 tBodyGyroJerkMagmean -0.983008829038462
3463 1 8 tBodyGyroJerkMagmean -0.339129269583333
3464 2 8 tBodyGyroJerkMagmean -0.400664014146341
3465 3 8 tBodyGyroJerkMagmean -0.126189142894737
3466 4 8 tBodyGyroJerkMagmean -0.991807428043478
3467 5 8 tBodyGyroJerkMagmean -0.987580587777778
3468 6 8 tBodyGyroJerkMagmean -0.978438191296296
3469 1 9 tBodyGyroJerkMagmean -0.510253995769231
3470 2 9 tBodyGyroJerkMagmean -0.672840561836735
3471 3 9 tBodyGyroJerkMagmean -0.469028434047619
3472 4 9 tBodyGyroJerkMagmean -0.9733641366
3473 5 9 tBodyGyroJerkMagmean -0.969824044222222
3474 6 9 tBodyGyroJerkMagmean -0.964524819
3475 1 10 tBodyGyroJerkMagmean -0.440363636603774
3476 2 10 tBodyGyroJerkMagmean -0.523462968510638
3477 3 10 tBodyGyroJerkMagmean -0.401854311315789
3478 4 10 tBodyGyroJerkMagmean -0.993707487592593
3479 5 10 tBodyGyroJerkMagmean -0.971637661590909
3480 6 10 tBodyGyroJerkMagmean -0.970830848965517
3481 1 11 tBodyGyroJerkMagmean -0.63073270559322
3482 2 11 tBodyGyroJerkMagmean -0.757314813888889
3483 3 11 tBodyGyroJerkMagmean -0.599294760652174
3484 4 11 tBodyGyroJerkMagmean -0.989519031132076
3485 5 11 tBodyGyroJerkMagmean -0.993428183617021
3486 6 11 tBodyGyroJerkMagmean -0.990641248245614
3487 1 12 tBodyGyroJerkMagmean -0.5174937754
3488 2 12 tBodyGyroJerkMagmean -0.674972132307692
3489 3 12 tBodyGyroJerkMagmean -0.442831079130435
3490 4 12 tBodyGyroJerkMagmean -0.980392337647059
3491 5 12 tBodyGyroJerkMagmean -0.969289973606557
3492 6 12 tBodyGyroJerkMagmean -0.971067768833333
3493 1 13 tBodyGyroJerkMagmean -0.303508210175439
3494 2 13 tBodyGyroJerkMagmean -0.631964902181818
3495 3 13 tBodyGyroJerkMagmean -0.323552439276596
3496 4 13 tBodyGyroJerkMagmean -0.992604304489796
3497 5 13 tBodyGyroJerkMagmean -0.983637634912281
3498 6 13 tBodyGyroJerkMagmean -0.98544626483871
3499 1 14 tBodyGyroJerkMagmean -0.519895046779661
3500 2 14 tBodyGyroJerkMagmean -0.399921949557407
3501 3 14 tBodyGyroJerkMagmean -0.275120883488889
3502 4 14 tBodyGyroJerkMagmean -0.988317606666667
3503 5 14 tBodyGyroJerkMagmean -0.974873328
3504 6 14 tBodyGyroJerkMagmean -0.975621183137255
3505 1 15 tBodyGyroJerkMagmean -0.543979500555556
3506 2 15 tBodyGyroJerkMagmean -0.663637117708333
3507 3 15 tBodyGyroJerkMagmean -0.509466648095238
3508 4 15 tBodyGyroJerkMagmean -0.992188893898305
3509 5 15 tBodyGyroJerkMagmean -0.984407077924528
3510 6 15 tBodyGyroJerkMagmean -0.983235025416667
3511 1 16 tBodyGyroJerkMagmean -0.671541834117647
3512 2 16 tBodyGyroJerkMagmean -0.737705162156863
3513 3 16 tBodyGyroJerkMagmean -0.590896636382979
3514 4 16 tBodyGyroJerkMagmean -0.992444606231884
3515 5 16 tBodyGyroJerkMagmean -0.992848576025641
3516 6 16 tBodyGyroJerkMagmean -0.990839526285714
3517 1 17 tBodyGyroJerkMagmean -0.517167440655738
3518 2 17 tBodyGyroJerkMagmean -0.637367490625
3519 3 17 tBodyGyroJerkMagmean -0.540325787826087
3520 4 17 tBodyGyroJerkMagmean -0.996334795
3521 5 17 tBodyGyroJerkMagmean -0.993672973717949
3522 6 17 tBodyGyroJerkMagmean -0.985542411126761
3523 1 18 tBodyGyroJerkMagmean -0.636485896964286
3524 2 18 tBodyGyroJerkMagmean -0.781652689310345
3525 3 18 tBodyGyroJerkMagmean -0.701663073636364
3526 4 18 tBodyGyroJerkMagmean -0.994873439824561
3527 5 18 tBodyGyroJerkMagmean -0.988685954931507
3528 6 18 tBodyGyroJerkMagmean -0.993095122615385
3529 1 19 tBodyGyroJerkMagmean -0.164699977592308
3530 2 19 tBodyGyroJerkMagmean -0.372790526575
3531 3 19 tBodyGyroJerkMagmean 0.0875816618205128
3532 4 19 tBodyGyroJerkMagmean -0.989450316575342
3533 5 19 tBodyGyroJerkMagmean -0.985801637671233
3534 6 19 tBodyGyroJerkMagmean -0.985342497710843
3535 1 20 tBodyGyroJerkMagmean -0.194893253196078
3536 2 20 tBodyGyroJerkMagmean -0.37192841627451
3537 3 20 tBodyGyroJerkMagmean -0.268183423577778
3538 4 20 tBodyGyroJerkMagmean -0.983010276060606
3539 5 20 tBodyGyroJerkMagmean -0.94793650109589
3540 6 20 tBodyGyroJerkMagmean -0.986749500882353
3541 1 21 tBodyGyroJerkMagmean -0.426930725
3542 2 21 tBodyGyroJerkMagmean -0.577935642978723
3543 3 21 tBodyGyroJerkMagmean -0.452828682444444
3544 4 21 tBodyGyroJerkMagmean -0.990307349882353
3545 5 21 tBodyGyroJerkMagmean -0.976857084157303
3546 6 21 tBodyGyroJerkMagmean -0.985915906888889
3547 1 22 tBodyGyroJerkMagmean -0.461999528913043
3548 2 22 tBodyGyroJerkMagmean -0.568111869047619
3549 3 22 tBodyGyroJerkMagmean -0.459579670833333
3550 4 22 tBodyGyroJerkMagmean -0.98547603483871
3551 5 22 tBodyGyroJerkMagmean -0.978603529206349
3552 6 22 tBodyGyroJerkMagmean -0.981716936388889
3553 1 23 tBodyGyroJerkMagmean 0.0115305410508475
3554 2 23 tBodyGyroJerkMagmean -0.504367150588235
3555 3 23 tBodyGyroJerkMagmean -0.0463117766203704
3556 4 23 tBodyGyroJerkMagmean -0.986514066029412
3557 5 23 tBodyGyroJerkMagmean -0.9763992525
3558 6 23 tBodyGyroJerkMagmean -0.984557478611111
3559 1 24 tBodyGyroJerkMagmean -0.507824745862069
3560 2 24 tBodyGyroJerkMagmean -0.658751629152542
3561 3 24 tBodyGyroJerkMagmean -0.497152238363636
3562 4 24 tBodyGyroJerkMagmean -0.991306424705882
3563 5 24 tBodyGyroJerkMagmean -0.982387268985507
3564 6 24 tBodyGyroJerkMagmean -0.982780873888889
3565 1 25 tBodyGyroJerkMagmean -0.678466069054054
3566 2 25 tBodyGyroJerkMagmean -0.777106026615385
3567 3 25 tBodyGyroJerkMagmean -0.664713625172414
3568 4 25 tBodyGyroJerkMagmean -0.99286465
3569 5 25 tBodyGyroJerkMagmean -0.985091991216216
3570 6 25 tBodyGyroJerkMagmean -0.969783262465753
3571 1 26 tBodyGyroJerkMagmean -0.51239882559322
3572 2 26 tBodyGyroJerkMagmean -0.648099850181818
3573 3 26 tBodyGyroJerkMagmean -0.4187798104
3574 4 26 tBodyGyroJerkMagmean -0.994466446282051
3575 5 26 tBodyGyroJerkMagmean -0.98854482527027
3576 6 26 tBodyGyroJerkMagmean -0.99219798
3577 1 27 tBodyGyroJerkMagmean -0.562587199473684
3578 2 27 tBodyGyroJerkMagmean -0.699895090784314
3579 3 27 tBodyGyroJerkMagmean -0.440546586136364
3580 4 27 tBodyGyroJerkMagmean -0.994034710714286
3581 5 27 tBodyGyroJerkMagmean -0.989532103875
3582 6 27 tBodyGyroJerkMagmean -0.994355043783784
3583 1 28 tBodyGyroJerkMagmean -0.546248758518519
3584 2 28 tBodyGyroJerkMagmean -0.620279797647059
3585 3 28 tBodyGyroJerkMagmean -0.340417305565217
3586 4 28 tBodyGyroJerkMagmean -0.981213159305556
3587 5 28 tBodyGyroJerkMagmean -0.959681019113924
3588 6 28 tBodyGyroJerkMagmean -0.978220270625
3589 1 29 tBodyGyroJerkMagmean -0.506242118113208
3590 2 29 tBodyGyroJerkMagmean -0.617340803061225
3591 3 29 tBodyGyroJerkMagmean -0.539174456458333
3592 4 29 tBodyGyroJerkMagmean -0.995392308166667
3593 5 29 tBodyGyroJerkMagmean -0.992144698923077
3594 6 29 tBodyGyroJerkMagmean -0.997322526811594
3595 1 30 tBodyGyroJerkMagmean -0.472068729846154
3596 2 30 tBodyGyroJerkMagmean -0.718780256769231
3597 3 30 tBodyGyroJerkMagmean -0.574337006451613
3598 4 30 tBodyGyroJerkMagmean -0.993737388225806
3599 5 30 tBodyGyroJerkMagmean -0.972995273898305
3600 6 30 tBodyGyroJerkMagmean -0.985086413428571
3601 1 1 fBodyAccmeanX -0.202794306326316
3602 2 1 fBodyAccmeanX -0.404321784150943
3603 3 1 fBodyAccmeanX 0.0382291831510204
3604 4 1 fBodyAccmeanX -0.979641238723404
3605 5 1 fBodyAccmeanX -0.995249932641509
3606 6 1 fBodyAccmeanX -0.9390990524
3607 1 2 fBodyAccmeanX -0.346048161016949
3608 2 2 fBodyAccmeanX -0.266720933270833
3609 3 2 fBodyAccmeanX 0.112841160325532
3610 4 2 fBodyAccmeanX -0.985803840652174
3611 5 2 fBodyAccmeanX -0.983946739814815
3612 6 2 fBodyAccmeanX -0.976725059791667
3613 1 3 fBodyAccmeanX -0.316614011689655
3614 2 3 fBodyAccmeanX -0.392004211474576
3615 3 3 fBodyAccmeanX -0.0421706943244898
3616 4 3 fBodyAccmeanX -0.970154440961538
3617 5 3 fBodyAccmeanX -0.960123409508197
3618 6 3 fBodyAccmeanX -0.980665609032258
3619 1 4 fBodyAccmeanX -0.426719449666667
3620 2 4 fBodyAccmeanX -0.294488270365385
3621 3 4 fBodyAccmeanX -0.0722392276888889
3622 4 4 fBodyAccmeanX -0.9774624984
3623 5 4 fBodyAccmeanX -0.973497549642857
3624 6 4 fBodyAccmeanX -0.958802077592593
3625 1 5 fBodyAccmeanX -0.287782607410714
3626 2 5 fBodyAccmeanX -0.161485339978723
3627 3 5 fBodyAccmeanX 0.0984320090212766
3628 4 5 fBodyAccmeanX -0.977450812045455
3629 5 5 fBodyAccmeanX -0.964500917321429
3630 6 5 fBodyAccmeanX -0.968741678461538
3631 1 6 fBodyAccmeanX -0.187934323140351
3632 2 6 fBodyAccmeanX -0.131075372803922
3633 3 6 fBodyAccmeanX 0.328308506041667
3634 4 6 fBodyAccmeanX -0.975351454727273
3635 5 6 fBodyAccmeanX -0.977100287368421
3636 6 6 fBodyAccmeanX -0.939114254210526
3637 1 7 fBodyAccmeanX -0.343048405789474
3638 2 7 fBodyAccmeanX -0.336199426470588
3639 3 7 fBodyAccmeanX 0.0443428315319149
3640 4 7 fBodyAccmeanX -0.972697126875
3641 5 7 fBodyAccmeanX -0.976681834339623
3642 6 7 fBodyAccmeanX -0.953424245576923
3643 1 8 fBodyAccmeanX -0.247389011875
3644 2 8 fBodyAccmeanX -0.166411065387805
3645 3 8 fBodyAccmeanX 0.136590199860526
3646 4 8 fBodyAccmeanX -0.981142909782609
3647 5 8 fBodyAccmeanX -0.988219862222222
3648 6 8 fBodyAccmeanX -0.953538563888889
3649 1 9 fBodyAccmeanX -0.294711163653846
3650 2 9 fBodyAccmeanX -0.342735952653061
3651 3 9 fBodyAccmeanX 0.103128506197619
3652 4 9 fBodyAccmeanX -0.959413594
3653 5 9 fBodyAccmeanX -0.971662692
3654 6 9 fBodyAccmeanX -0.946865494
3655 1 10 fBodyAccmeanX -0.114190001283019
3656 2 10 fBodyAccmeanX -0.139410790617021
3657 3 10 fBodyAccmeanX 0.215665273157895
3658 4 10 fBodyAccmeanX -0.984943144259259
3659 5 10 fBodyAccmeanX -0.970099814318182
3660 6 10 fBodyAccmeanX -0.96918420862069
3661 1 11 fBodyAccmeanX -0.396533731864407
3662 2 11 fBodyAccmeanX -0.355348902222222
3663 3 11 fBodyAccmeanX 0.0351937228130435
3664 4 11 fBodyAccmeanX -0.981481454339623
3665 5 11 fBodyAccmeanX -0.993808050638298
3666 6 11 fBodyAccmeanX -0.983801365614035
3667 1 12 fBodyAccmeanX -0.05435763951
3668 2 12 fBodyAccmeanX -0.321447925192308
3669 3 12 fBodyAccmeanX 0.0235049348717391
3670 4 12 fBodyAccmeanX -0.97966614372549
3671 5 12 fBodyAccmeanX -0.976469472295082
3672 6 12 fBodyAccmeanX -0.956248487666667
3673 1 13 fBodyAccmeanX -0.335030121052632
3674 2 13 fBodyAccmeanX -0.382460736363636
3675 3 13 fBodyAccmeanX -0.0726602663212766
3676 4 13 fBodyAccmeanX -0.990135477755102
3677 5 13 fBodyAccmeanX -0.989425965614035
3678 6 13 fBodyAccmeanX -0.974716920483871
3679 1 14 fBodyAccmeanX -0.421498172542373
3680 2 14 fBodyAccmeanX -0.323508442240741
3681 3 14 fBodyAccmeanX 0.0212541553977778
3682 4 14 fBodyAccmeanX -0.976456609259259
3683 5 14 fBodyAccmeanX -0.9726995625
3684 6 14 fBodyAccmeanX -0.933936178235294
3685 1 15 fBodyAccmeanX -0.31744092037037
3686 2 15 fBodyAccmeanX -0.0746328434375
3687 3 15 fBodyAccmeanX 0.235309825547619
3688 4 15 fBodyAccmeanX -0.986619609491525
3689 5 15 fBodyAccmeanX -0.986724998867925
3690 6 15 fBodyAccmeanX -0.974016176527778
3691 1 16 fBodyAccmeanX -0.394790433529412
3692 2 16 fBodyAccmeanX -0.474984014705882
3693 3 16 fBodyAccmeanX 0.0368263528276596
3694 4 16 fBodyAccmeanX -0.987043828985507
3695 5 16 fBodyAccmeanX -0.989427670897436
3696 6 16 fBodyAccmeanX -0.980213187428571
3697 1 17 fBodyAccmeanX -0.360991674918033
3698 2 17 fBodyAccmeanX -0.1397522212625
3699 3 17 fBodyAccmeanX -0.0226239171245652
3700 4 17 fBodyAccmeanX -0.9939693815625
3701 5 17 fBodyAccmeanX -0.990927533846154
3702 6 17 fBodyAccmeanX -0.974359280140845
3703 1 18 fBodyAccmeanX -0.37147515625
3704 2 18 fBodyAccmeanX -0.465097261896552
3705 3 18 fBodyAccmeanX -0.350086793272727
3706 4 18 fBodyAccmeanX -0.993144920175439
3707 5 18 fBodyAccmeanX -0.990409919315068
3708 6 18 fBodyAccmeanX -0.985179972153846
3709 1 19 fBodyAccmeanX -0.0299815666923077
3710 2 19 fBodyAccmeanX -0.15687949467775
3711 3 19 fBodyAccmeanX 0.537012022051282
3712 4 19 fBodyAccmeanX -0.979238031780822
3713 5 19 fBodyAccmeanX -0.987352048356164
3714 6 19 fBodyAccmeanX -0.97453373
3715 1 20 fBodyAccmeanX -0.147404272166667
3716 2 20 fBodyAccmeanX -0.140439074776471
3717 3 20 fBodyAccmeanX -0.0343309987555556
3718 4 20 fBodyAccmeanX -0.981203064242424
3719 5 20 fBodyAccmeanX -0.96193272890411
3720 6 20 fBodyAccmeanX -0.965728781617647
3721 1 21 fBodyAccmeanX -0.273496158519231
3722 2 21 fBodyAccmeanX -0.319169340234043
3723 3 21 fBodyAccmeanX 0.104323529982222
3724 4 21 fBodyAccmeanX -0.990610228
3725 5 21 fBodyAccmeanX -0.978327686179775
3726 6 21 fBodyAccmeanX -0.968234375555556
3727 1 22 fBodyAccmeanX -0.0994928588891304
3728 2 22 fBodyAccmeanX -0.0553996485285714
3729 3 22 fBodyAccmeanX 0.195348406222222
3730 4 22 fBodyAccmeanX -0.978505368225806
3731 5 22 fBodyAccmeanX -0.980373909206349
3732 6 22 fBodyAccmeanX -0.953758542777778
3733 1 23 fBodyAccmeanX -0.275404187920339
3734 2 23 fBodyAccmeanX -0.272605689568627
3735 3 23 fBodyAccmeanX 0.205428216353704
3736 4 23 fBodyAccmeanX -0.986325670882353
3737 5 23 fBodyAccmeanX -0.983627197058824
3738 6 23 fBodyAccmeanX -0.970037238333333
3739 1 24 fBodyAccmeanX -0.492419802586207
3740 2 24 fBodyAccmeanX -0.395790553898305
3741 3 24 fBodyAccmeanX -0.222324293454545
3742 4 24 fBodyAccmeanX -0.989529506764706
3743 5 24 fBodyAccmeanX -0.984183633623188
3744 6 24 fBodyAccmeanX -0.975893687083333
3745 1 25 fBodyAccmeanX -0.609038908918919
3746 2 25 fBodyAccmeanX -0.521649838769231
3747 3 25 fBodyAccmeanX -0.372245192931034
3748 4 25 fBodyAccmeanX -0.991405498153846
3749 5 25 fBodyAccmeanX -0.990093202837838
3750 6 25 fBodyAccmeanX -0.929147371232877
3751 1 26 fBodyAccmeanX -0.321959549661017
3752 2 26 fBodyAccmeanX -0.242820756127273
3753 3 26 fBodyAccmeanX 0.022800096142
3754 4 26 fBodyAccmeanX -0.982579546025641
3755 5 26 fBodyAccmeanX -0.991993372297297
